rep,date,comune_key,assigned_model,model_beta,arrivals_comune,tourism_multiplier,baseline_kwh,scenario_kwh,delta_kwh_vs_baseline,delta_pct_vs_baseline
1,2025-02-01,arnad,Mixed,0.08175485875634635,260.417320996591,1.041669283986364,325816.2689651044,326905.5306856626,1089.2617205581628,0.33431778100523335
1,2025-02-01,arvier,Mixed,0.048838751134405764,878.815622076376,0.9986541159958818,133254.5398028755,133245.77519821483,-8.764604660653276,-0.006577340384517072
1,2025-02-01,ayas,Prophet,0.20249449846333606,9953.37840021954,1.1158495964371682,1582961.9003162123,1618491.2152695728,35529.314953360474,2.2444832655961644
1,2025-02-01,aymavilles,Mixed,0.06223761797969346,561.415941232697,1.0320145978542226,290608.07418698224,291178.5979742824,570.5237873001606,0.1963206937371842
1,2025-02-01,bard,GAMM,0.12668752515194634,617.380615724578,1.0626172387686368,133746.29994658072,134779.36161017136,1033.0616635906335,0.7724039199613397
1,2025-02-01,brissogne,Mixed,0.06492708448673729,41.4001848056981,1.0615432001461051,482116.90156987583,483990.0287004921,1873.1271306162816,0.38852135747926564
1,2025-02-01,brusson,Prophet,0.023079579210720902,3495.33081082804,1.0572688478003751,313137.8152995252,313540.54358961363,402.72829008841654,0.12861055752821926
1,2025-02-01,challand saint anselme,Prophet,0.011334253430202034,469.125356577434,1.0110460271065387,108312.59831681992,108326.08537989136,13.487063071443117,0.012451979992200712
1,2025-02-01,challand saint victor,Mixed,0.05781869610950554,59.4393975239203,0.9586999600632307,79200.08342492713,79007.1793391491,-192.90408577803464,-0.2435655083127375
1,2025-02-01,chambave,Mixed,0.059574839747661486,142.488455468584,1.071341770440481,136196.52726026156,136756.81953549563,560.2922752340673,0.4113851406529534
1,2025-02-01,chamois,Prophet,0.0587294769096555,724.688074260599,1.1632232331630803,171888.5435779633,173421.64020470236,1533.0966267390468,0.8919132100527083
1,2025-02-01,champdepraz,Mixed,0.037365223114740456,299.472259614276,1.0255899301858769,94926.92703254455,95016.59404704197,89.66701449741959,0.09445898787672213
1,2025-02-01,champorcher,Prophet,0.02542963493060087,392.475179360939,1.0274219354998404,193491.24895570995,193624.40512456332,133.1561688533693,0.06881766982849147
1,2025-02-01,charvensod,Mixed,0.06050116020222446,1833.77837808097,1.0125777902158863,319273.0225528267,319514.55610601825,241.53355319157708,0.07565109988321161
1,2025-02-01,chatillon,GAMM,0.18998954813816313,3055.73518085956,1.0537017865032965,643659.8152089816,650088.5619863701,6428.7467773885,0.9987801980928745
1,2025-02-01,cogne,GAMM,0.18196253040924035,7130.36881892124,1.0363908167036686,729168.1066768272,733926.1638379382,4758.057161111035,0.6525322648567089
1,2025-02-01,courmayeur,GAMM,0.15574338801106313,20515.5996929828,1.0687991504549519,2670616.29873929,2698434.4435638664,27818.144824576564,1.0416376488718626
1,2025-02-01,donnas,Mixed,0.06212941295993822,176.782268733836,1.0044447087149773,294678.7462202013,294759.95179180725,81.20557160594035,0.027557322218707547
1,2025-02-01,emarese,Mixed,0.05476279089810439,65.5650051663621,1.074836150268231,30144.69643035465,30264.06803421308,119.37160385843163,0.3959953756184742
1,2025-02-01,etroubles,Mixed,0.0779219606473617,742.516899408237,0.975712088578498,93438.54429553896,93259.69453954563,-178.8497559933312,-0.19140897082861041
1,2025-02-01,fenis,GAMM,0.12561152501252124,562.803632413225,1.0232793316604092,201700.3921148188,202284.2778956475,583.8857808287139,0.2894817281744899
