"comune_key","comune_nome","date","bagged_mean","q05","q50","q95"
"hone","Hône",2025-07-01,188.71432433505,126.891203145388,175.878959637155,298.574385970437
"hone","Hône",2025-08-01,362.501738350127,234.680767081323,343.343221856374,571.093292028424
"hone","Hône",2025-09-01,103.535932348882,62.2760431394183,102.173009360176,165.838852656652
"introd","Introd",2025-01-01,383.903334810849,249.004074992549,374.509574046583,522.457304453734
"introd","Introd",2025-02-01,562.116946475943,360.401006799681,525.976872181592,848.30127643775
"introd","Introd",2025-03-01,268.865396048991,177.948081340647,250.060978388803,428.085265092593
"introd","Introd",2025-04-01,219.40210969011,148.052314631902,206.010095751458,325.774130700658
"introd","Introd",2025-05-01,292.622571670017,223.791736671174,268.156184129175,426.792028552502
"introd","Introd",2025-06-01,683.445761467839,549.556573338493,666.697609146421,831.944522690304
"introd","Introd",2025-07-01,1118.99472747202,752.410225257593,1042.88653869126,1770.41761316399
"introd","Introd",2025-08-01,891.507211020339,577.154738879365,844.390318052128,1404.50026619439
"introd","Introd",2025-09-01,515.288101692936,309.94171127107,508.504968690977,825.363577974321
"issime","Issime",2025-01-01,105.788875878564,68.6158696579754,103.200319590003,143.968978440724
"issime","Issime",2025-02-01,126.979283757534,81.4127060139721,118.815429638546,191.626829911411
"issime","Issime",2025-03-01,99.3588786714595,65.7604960830387,92.4097290960873,158.198386777985
"issime","Issime",2025-04-01,53.4182058350631,36.046549545649,50.1576293614304,79.3167832072624
"issime","Issime",2025-05-01,75.2425445664361,57.5439537147854,68.9514603058635,109.741767511955
"issime","Issime",2025-06-01,92.6575282883432,74.5056251878629,90.3869129959659,112.79011077624
"issime","Issime",2025-07-01,81.176865588107,54.5831917017503,75.6556383122938,128.433985514221
"issime","Issime",2025-08-01,101.43530488225,65.668416563294,96.074365178953,159.803432824258
"issime","Issime",2025-09-01,167.673329333524,100.854179355996,165.466116533512,268.571035455526
