comune_key,variable,n_obs,x_sd,x_q10,x_q50,x_q90,pearson_r,spearman_rho,linear_adj_r2,quad_adj_r2,delta_adj_r2_quad,quad_term_p,aic_gain_quad,loess_r2,loess_gain_over_linear,sign_changes_binned,nonlinear_score,nonlinear_flag
la thuile,HDD,56,6.216045557258826,3.1928097141419,12.855649486796526,18.86496595765612,0.6439438497317679,0.6371838687628162,0.4038241201556543,0.47786191138721235,0.07403779123155807,0.004823797639534113,6.472562923035781,0.5544372314415338,0.1506131112858795,1,24.46509025174376,likely_nonlinear
la thuile,temp,56,6.216045557258826,-0.864965957656121,5.144350513203475,14.8071902858581,-0.6439438497317679,-0.6371838687628162,0.40382412015565405,0.4778619113872121,0.07403779123155807,0.004823797639534195,6.472562923035781,0.5541094994323377,0.15028537927668362,1,24.432317050824167,likely_nonlinear
lillianes,temp,57,6.580320932468767,2.18339814397081,8.66579703305903,18.9867428363805,-0.59572763605257,-0.6534871661913405,0.34316216938144994,0.5762826129380626,0.23312044355661266,7.649200901735629e-7,24.03301722761195,0.597428869345839,0.2542666999643891,1,50.738714352100175,likely_nonlinear
lillianes,HDD,57,6.237514625080666,0,9.33420296694097,15.816601856029191,0.6206601074121151,0.6535841642169778,0.37404113200432276,0.5688870747725043,0.19484594276818157,4.739221341475271e-6,20.302033080717663,0.6020150543480649,0.22797392234374214,1,44.28198651119237,likely_nonlinear
montjovet,temp,57,7.470094138945178,4.237565324413898,12.9739588189027,23.54401822870032,-0.48685479204215537,-0.5103059372569356,0.2231553628713987,0.32266200492746866,0.09950664205606996,0.003929105454400395,6.858889516908619,0.3821711668492077,0.159015803977809,1,27.852244603387895,likely_nonlinear
montjovet,lag24,57,0.09265182497934542,12.012713671598563,12.106152857788919,12.240819718458537,0.44340215805168726,0.4324604614985741,0.18199830056061972,0.21957946788728144,0.037581167326661724,0.06143576373482379,1.7266961773821237,0.2661848243281253,0.08418652376750557,3,14.57676910941673,likely_nonlinear
morgex,HDD,57,6.217439007527088,2.62910205324488,13.083071089093,18.18695077130658,-0.25208966317092707,-0.26769509981851186,0.04652282006449748,0.16787342732871657,0.12135060726421909,0.004039354954173472,6.805364024810572,0.22712851504323572,0.18060569497873824,2,32.99563022429574,likely_nonlinear
morgex,temp,57,6.217439007527088,-0.18695077130658289,4.916928910907,15.37089794675512,0.25208966317092707,0.26769509981851186,0.04652282006449748,0.16787342732871624,0.12135060726421876,0.004039354954173417,6.805364024810629,0.22712851504323106,0.18060569497873358,1,32.195630224295236,likely_nonlinear
nus,HDD,57,6.26877176132591,2.79714460956996,12.49530871590953,18.505047828073177,0.5676540399202706,0.619014438349977,0.3099080382930369,0.512961693507324,0.2030536552142871,9.388725726660592e-6,18.909379946406247,0.5551986162851554,0.2452905779921185,1,46.83442332064056,likely_nonlinear
nus,temp,57,6.26877176132591,-0.5050478280731769,5.50469128409047,15.202855390430038,-0.5676540399202706,-0.619014438349977,0.3099080382930369,0.5129616935073245,0.20305365521428753,9.38872572666042e-6,18.909379946406276,0.5551986162851461,0.24529057799210918,1,46.83442332063967,likely_nonlinear
ollomont,temp,57,5.466378743162321,-2.194652961507676,1.93265692876781,11.1484479396367,-0.269521936495704,-0.246629504796474,0.05578102105698346,0.282037131241213,0.22625611018422953,7.654696049667774e-5,14.66049547179167,0.37419879049210114,0.3184177694351177,1,56.46738796193472,likely_nonlinear
ollomont,HDD,57,5.466378743162321,6.8515520603633,16.06734307123219,20.194652961507675,0.269521936495704,0.246629504796474,0.05578102105698346,0.282037131241213,0.22625611018422953,7.654696049667774e-5,14.660495471791682,0.37419879049209936,0.3184177694351159,1,56.46738796193454,likely_nonlinear
